location,rating,ground_truth,model_prediction,text,final_text
Sekupang Ferry Terminal,5 stars,POSITIF,NETRAL,Is there a departure from Batam to Selat Panjang on September 3rd?,berangkat selat panjang tanggal september
Sekupang Ferry Terminal,5 stars,POSITIF,NETRAL,Yasmin muhamed6793,yasmin muhamed
Sekupang Ferry Terminal,4 stars,POSITIF,NETRAL,Improve a lot but still have some more room for improvement. You need to buy the ticket on the second floor and then need to go to first floor for waiting the departure. And you need to pay more attention since there’s no info on the screen about the departure instead of someone will call for boarding and you need to queuing but with no orderly. This what should be improved as this terminal was totally changed compared to 3-5 years before.,error 500 server error 1500 that s error there error please try later that s know
Sekupang Ferry Terminal,5 stars,POSITIF,NETRAL,It's getting better..,error 500 server error 1500 that s error there error please try later that s know
Sekupang Ferry Terminal,4 stars,POSITIF,NETRAL,"Clean, comfortable..",error 500 server error 1500 that s error there error please try later that s know
Sekupang Ferry Terminal,5 stars,POSITIF,NETRAL,The location is comfortable and clean,error 500 server error 1500 that s error there error please try later that s know
Sekupang Ferry Terminal,5 stars,POSITIF,NETRAL,"The parking area is quite spacious, the harbor is already wider",error 500 server error 1500 that s error there error please try later that s know
Sekupang Ferry Terminal,5 stars,POSITIF,NETRAL,Clean and less crowded. Best to use this ferry terminal.,error 500 server error 1500 that s error there error please try later that s know
Sekupang Ferry Terminal,5 stars,POSITIF,NETRAL,"Not so crowded
Nice
Clean
Beautiful

Weakness : far from city.",ramai bagus bersih cantik lemah jauh
Sekupang Ferry Terminal,5 stars,POSITIF,NETRAL,Very neat. Lots of delicious places to eat here.,error 500 server error 1500 that s error there error please try later that s know
Sekupang Ferry Terminal,1 star,NEGATIF,NETRAL,The port is full of brokers. Agents are unclear.,error 500 server error 1500 that s error there error please try later that s know
Sekupang Ferry Terminal,4 stars,POSITIF,NETRAL,Clean. But there's a lot of traffic from the entrance to the departure gate. It's not very efficient.,bersih lintas pintu berangkat efisien
Sekupang Ferry Terminal,5 stars,POSITIF,NETRAL,The place is clean...,bersih
Sekupang Ferry Terminal,4 stars,POSITIF,NETRAL,crossing to Batam,error 500 server error 1500 that s error there error please try later that s know
Sekupang Ferry Terminal,5 stars,POSITIF,NETRAL,Nice.. for holiday,error 500 server error 1500 that s error there error please try later that s know
Sekupang Ferry Terminal,5 stars,POSITIF,NETRAL,Now very good,bagus
Sekupang Ferry Terminal,4 stars,POSITIF,NETRAL,It takes approximately 40 minutes to reach the passenger terminal where you can travel comfortably between Singapore and Batam Island.,error 500 server error 1500 that s error there error please try later that s know
Sekupang Ferry Terminal,5 stars,POSITIF,NETRAL,Trans,error 500 server error 1500 that s error there error please try later that s know
Sekupang Ferry Terminal,5 stars,POSITIF,NETRAL,Clean and friendly,error 500 server error 1500 that s error there error please try later that s know
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,"Terminal keberangkatan domestik laut di daerah punggur. Tidak kalah bagus dengn terminal internasional. Bagus, bersih dan tertata rapi.",berangkat daerah kalah bagus dengn bagus bersih tata rapi
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Pelabuhan terdekat menuju pulau bintan,dekat tuju
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Sangat bagus pelayanannya.,bagus layan
Telaga Punggur Ferry Terminal,2 bintang,NEGATIF,NETRAL,Ke Pinang dan Uban. Proyek masih berjalan,proyek jalan
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Nyaman dan teratur,nyaman atur
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Pelayanan udah kayak di bandara,layan udah kayak bandara
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,Ferrynya AC nya dingin sekali,ferrynya ac dingin
Telaga Punggur Ferry Terminal,2 bintang,NEGATIF,NETRAL,Masih butuh banyak perbaikan,butuh baik
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Pelabuhan yg bersih,bersih
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,Layanan nya cukup memuaskan .,layan muas
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Lebih tertata lagi,tata
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,"Pelabuhannya bagus, terus berbenah",labuh bagus benah
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Kotor sama taxi pangkalan yg arogan,kotor sama pangkal arogan
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Tempat ambil pengiriman mobil,kirim
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,Parkir nya semrawut,parkir semrawut
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,proses renovasi pelabuhan sangat bagus,proses renovasi bagus
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Pelayanan dari kru kapal ramah... Dan pelayanan penjual tiket dan bapak pas masuk boarding pas ramah.sampai saya salah jalan pun ditunjukkan jalan oleh bapak nya disana karna masih bingung. Alhamdulillah,layan kru ramah layan jual bapak pas boarding pas ramah tunjuk bapak sana bingung alhamdulillah
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Mantap,error 500 server error 1500 that s error there error please try later that s know
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,Sudah banyak renovasi mantap,renovasi mantap
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,"Selama pengalaman naik Ferry atau Kapal Roro, Terminal ini yang aku suka, bukan cuma karena pelayanan bagus, tapi tempatnya yang dekat dengan posisi warung makan & pedagang roti, yang tidak jauh dari pelabuhan.",lama alam suka layan bagus dekat posisi warung makan dagang roti jauh
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Hmmm....ok.lah,hmmm lah
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,Kurang papan informasi dan pelayanan publik,kurang papan informasi layan publik
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,Sudah lumayan bagus,lumayan bagus
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,"Terminal lumayan bersih, tertib...",lumayan bersih tertib
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Pelayanan baik,layan baik
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Nice walaupun cuma lewat saja,error 500 server error 1500 that s error there error please try later that s know
Telaga Punggur Ferry Terminal,2 bintang,NEGATIF,NETRAL,Kali Pertama Sih Ak Naik Fery Ini...Tapi Keadaan Pelabuhannya Sangat Mengecewakan...Sanitasi Udara Diruangan Bawah Kurang Mungkin Karena Itu Hari AC nya Mati Kali Yaaa...Kasian Anak2 Juga Ada Yg Bawa Baby Kulihat Kepanasan Juga...Gk Ada … Lainnya,pertama fery ada labuh kecewa sanitasi udara ruang kurang ac mati yaaa kasi anak baby lihat panas lain
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,Nyaman untuk penyebrangan. Bersih. :),nyaman penyebrangan bersih
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,Tiap Minggu PP - Batam - TG Pinang,tiap minggu pp tg
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,"Pelabuhan batam,bagus dan banyak taxi",bagus
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,Sudah mulai rapi,mulai rapi
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Standar sbagai tempat penyebrangan,standar sbagai penyebrangan
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,Pelayanan sudah mulai bagus,layan mulai bagus
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Tmpt utk liburan,tmpt utk libur
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Lokasi sudah ok,
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Dermaga domestik yang luas dan bersih.,dermaga luas bersih
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Tiket Rp. 65k/orang.,rp k
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,"Berbagai penyebrangan domestik,",bagai penyebrangan
Telaga Punggur Ferry Terminal,2 bintang,NEGATIF,NETRAL,"Sopir taxi garang², ugal ugalan.",sopir garang ugal ugalan
Telaga Punggur Ferry Terminal,4 bintang,POSITIF,NETRAL,Bagus tapi toilet kurang bersih,bagus toilet kurang bersih
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Jadi rapii dulu agak messy!,rapi dulu messy
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Lumayan bagus,lumayan bagus
Telaga Punggur Ferry Terminal,2 bintang,NEGATIF,NETRAL,"Pick up sangat terbatas,sempit, rawan kendaraan lalu lalang dekat calon penumpang",pick batas sempit rawan kendara lalang dekat calon
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Sudah ada perubahan lebih baik,ubah baik
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Sudah lebih baik dari sebelumnya..,baik belum
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Pintu gerbang Batam via Kapal Ferry dan RoRo,pintu via
Telaga Punggur Ferry Terminal,5 bintang,POSITIF,NETRAL,Pelabuhan nyaman dan semakin tertib,nyaman makin tertib
